scc_size,number_of_edges_inside_scc,number_of_edges_to_other_sccs,scc_largest_path_sum,scc_longest_dfs_path,outdegree_inside_scc,outdegree_outside_scc,indegree_inside_scc,longest_path_using_dfs_paths,first_dfs_path_used,longest_path
1,0,1,8,1,0,1,0,6,1,6
7,12,1,8,6,1,0,1,6,6,6
7,12,2,9,6,1,0,1,6,4,6
7,12,2,8,6,1,0,1,7,6,7
7,12,3,9,6,1,0,1,7,6,7
8,14,1,9,7,1,0,2,7,7,7
8,14,2,10,7,1,0,2,7,7,7
8,14,2,9,7,1,0,2,7,6,7
8,14,3,10,7,1,0,2,7,6,7
6,9,1,7,6,1,0,1,6,6,6
6,9,2,7,6,1,0,1,6,6,6
6,9,2,7,6,1,0,1,6,5,6
6,9,3,7,6,1,0,1,6,5,6
7,11,1,8,7,1,0,2,6,6,6
7,11,2,8,7,1,0,2,6,6,6
7,11,2,8,7,1,0,2,6,5,6
7,11,3,8,7,1,0,2,6,5,6
7,11,1,8,7,1,0,1,7,7,7
7,11,2,8,7,1,0,1,7,7,7
7,11,2,8,7,1,0,1,7,7,7
7,11,3,8,7,1,0,1,7,7,7
8,13,1,9,8,1,0,1,8,8,8
8,13,2,9,8,1,0,1,8,8,8
8,13,2,9,8,1,0,1,8,8,8
8,13,3,9,8,1,0,1,8,8,8
8,13,1,9,8,1,0,2,7,7,7
8,13,2,9,8,1,0,2,7,7,7
8,13,2,9,8,1,0,2,7,7,7
8,13,3,9,8,1,0,2,7,7,7
9,15,1,10,9,1,0,2,8,8,8
9,15,2,10,9,1,0,2,8,8,8
9,15,2,10,9,1,0,2,8,8,8
9,15,3,10,9,1,0,2,8,8,8
6,9,1,8,6,1,0,1,6,6,6
6,9,2,9,6,1,0,1,6,3,6
6,9,2,8,6,1,0,1,6,5,6
6,9,3,9,6,1,0,1,6,3,6
7,11,1,9,7,1,0,2,6,6,6
7,11,2,10,7,1,0,2,6,3,6
7,11,2,9,7,1,0,2,6,5,6
7,11,3,10,7,1,0,2,6,3,6
7,11,1,9,7,1,0,1,7,7,7
7,11,2,10,7,1,0,1,7,7,7
7,11,2,9,7,1,0,1,7,7,7
7,11,3,10,7,1,0,1,7,7,7
8,13,1,10,8,1,0,1,8,8,8
8,13,2,11,8,1,0,1,8,8,8
8,13,2,10,8,1,0,1,8,8,8
8,13,3,11,8,1,0,1,8,8,8
8,13,1,10,8,1,0,2,7,7,7
8,13,2,11,8,1,0,2,7,7,7
8,13,2,10,8,1,0,2,7,7,7
8,13,3,11,8,1,0,2,7,7,7
9,15,1,11,9,1,0,2,8,8,8
9,15,2,12,9,1,0,2,8,8,8
9,15,2,11,9,1,0,2,8,8,8
9,15,3,12,9,1,0,2,8,8,8
7,11,1,8,7,1,0,1,7,7,7
7,11,1,8,7,1,0,1,7,6,7
7,11,2,8,7,1,0,1,7,6,7
8,13,0,8,8,1,0,2,7,7,7
8,13,1,9,8,1,0,2,7,7,7
8,13,1,9,8,1,0,2,7,6,7
8,13,2,9,8,1,0,2,7,6,7
8,13,1,9,8,1,0,1,8,8,8
8,13,1,9,8,1,0,1,8,8,8
8,13,2,9,8,1,0,1,8,8,8
9,15,1,10,9,1,0,1,9,9,9
9,15,1,10,9,1,0,1,9,9,9
9,15,2,10,9,1,0,1,9,9,9
9,15,0,9,9,1,0,2,8,8,8
9,15,1,10,9,1,0,2,8,8,8
9,15,1,10,9,1,0,2,8,8,8
9,15,2,10,9,1,0,2,8,8,8
10,17,0,10,10,1,0,2,9,9,9
10,17,1,11,10,1,0,2,9,9,9
10,17,1,11,10,1,0,2,9,9,9
10,17,2,11,10,1,0,2,9,9,9
7,11,1,8,7,1,0,1,7,7,7
7,11,2,9,7,1,0,1,7,7,7
7,11,2,8,7,1,0,1,7,6,7
7,11,3,9,7,1,0,1,7,6,7
8,13,1,9,8,1,0,2,7,7,7
8,13,2,10,8,1,0,2,7,7,7
8,13,2,9,8,1,0,2,7,6,7
8,13,3,10,8,1,0,2,7,6,7
8,13,1,9,8,1,0,1,8,8,8
8,13,2,10,8,1,0,1,8,8,8
8,13,2,9,8,1,0,1,8,8,8
8,13,3,10,8,1,0,1,8,8,8
9,15,1,10,9,1,0,1,9,9,9
9,15,2,11,9,1,0,1,9,9,9
9,15,2,10,9,1,0,1,9,9,9
9,15,3,11,9,1,0,1,9,9,9
9,15,1,10,9,1,0,2,8,8,8
9,15,2,11,9,1,0,2,8,8,8
9,15,2,10,9,1,0,2,8,8,8
9,15,3,11,9,1,0,2,8,8,8
10,17,1,11,10,1,0,2,9,9,9
10,17,2,12,10,1,0,2,9,9,9
10,17,2,11,10,1,0,2,9,9,9
10,17,3,12,10,1,0,2,9,9,9
8,14,0,8,7,1,0,1,7,7,7
8,14,1,9,7,1,0,1,7,7,7
8,14,1,9,7,1,0,1,7,6,7
8,14,2,9,7,1,0,1,7,6,7
9,16,0,9,8,1,0,2,7,7,7
9,16,1,10,8,1,0,2,7,7,7
9,16,1,10,8,1,0,2,7,6,7
9,16,2,10,8,1,0,2,7,6,7
9,16,0,9,8,1,0,1,8,8,8
9,16,1,10,8,1,0,1,8,8,8
9,16,1,10,8,1,0,1,8,8,8
9,16,2,10,8,1,0,1,8,8,8
10,18,0,10,9,1,0,1,9,9,9
10,18,1,11,9,1,0,1,9,9,9
10,18,1,11,9,1,0,1,9,9,9
10,18,2,11,9,1,0,1,9,9,9
10,18,0,10,9,1,0,2,8,8,8
10,18,1,11,9,1,0,2,8,8,8
10,18,1,11,9,1,0,2,8,8,8
10,18,2,11,9,1,0,2,8,8,8
11,20,0,11,10,1,0,2,9,9,9
11,20,1,12,10,1,0,2,9,9,9
11,20,1,12,10,1,0,2,9,9,9
11,20,2,12,10,1,0,2,9,9,9
8,14,1,9,7,1,0,1,7,7,7
8,14,2,10,7,1,0,1,7,7,7
8,14,2,9,7,1,0,1,7,6,7
8,14,3,10,7,1,0,1,7,6,7
9,16,1,10,8,1,0,2,7,7,7
9,16,2,11,8,1,0,2,7,7,7
9,16,2,10,8,1,0,2,7,6,7
9,16,3,11,8,1,0,2,7,6,7
9,16,1,10,8,1,0,1,8,8,8
9,16,2,11,8,1,0,1,8,8,8
9,16,2,10,8,1,0,1,8,8,8
9,16,3,11,8,1,0,1,8,8,8
10,18,1,11,9,1,0,1,9,9,9
10,18,2,12,9,1,0,1,9,9,9
10,18,2,11,9,1,0,1,9,9,9
10,18,3,12,9,1,0,1,9,9,9
10,18,1,11,9,1,0,2,8,8,8
10,18,2,12,9,1,0,2,8,8,8
10,18,2,11,9,1,0,2,8,8,8
10,18,3,12,9,1,0,2,8,8,8
11,20,1,12,10,1,0,2,9,9,9
11,20,2,13,10,1,0,2,9,9,9
11,20,2,12,10,1,0,2,9,9,9
11,20,3,13,10,1,0,2,9,9,9
6,9,1,7,6,1,0,2,6,5,6
6,9,2,7,6,1,0,2,6,5,6
6,9,2,7,6,1,0,2,6,5,6
6,9,3,7,6,1,0,2,6,5,6
5,7,2,7,5,1,0,1,6,5,6
5,7,3,7,5,1,0,1,6,5,6
6,9,2,8,6,1,0,2,6,5,6
6,9,3,8,6,1,0,2,6,5,6
7,12,1,8,7,1,0,1,7,7,7
7,12,1,8,7,1,0,1,7,7,7
7,12,2,8,7,1,0,1,7,7,7
8,14,0,8,8,1,0,2,7,7,7
8,14,1,9,8,1,0,2,7,7,7
8,14,1,9,8,1,0,2,7,7,7
8,14,2,9,8,1,0,2,7,7,7
7,12,1,9,7,1,0,1,7,7,7
7,12,2,9,7,1,0,1,7,7,7
8,14,1,10,8,1,0,2,7,7,7
8,14,2,10,8,1,0,2,7,7,7
6,9,1,7,6,1,0,1,6,5,6
6,9,2,7,6,1,0,1,6,5,6
6,9,2,7,6,1,0,1,6,5,6
6,9,3,7,6,1,0,1,6,5,6
7,11,1,8,7,1,0,2,6,5,6
7,11,2,8,7,1,0,2,6,5,6
7,11,2,8,7,1,0,2,6,5,6
7,11,3,8,7,1,0,2,6,5,6
7,11,1,8,7,1,0,1,7,7,7
7,11,2,8,7,1,0,1,7,7,7
7,11,2,8,7,1,0,1,7,7,7
7,11,3,8,7,1,0,1,7,7,7
8,13,1,9,8,1,0,1,8,8,8
8,13,2,9,8,1,0,1,8,8,8
8,13,2,9,8,1,0,1,8,8,8
8,13,3,9,8,1,0,1,8,8,8
8,13,1,9,8,1,0,2,7,7,7
8,13,2,9,8,1,0,2,7,7,7
8,13,2,9,8,1,0,2,7,7,7
8,13,3,9,8,1,0,2,7,7,7
9,15,1,10,9,1,0,2,8,8,8
9,15,2,10,9,1,0,2,8,8,8
9,15,2,10,9,1,0,2,8,8,8
9,15,3,10,9,1,0,2,8,8,8
6,9,2,8,6,1,0,1,6,5,6
6,9,3,8,6,1,0,1,6,5,6
7,11,2,9,7,1,0,2,6,5,6
7,11,3,9,7,1,0,2,6,5,6
7,11,2,9,7,1,0,1,7,7,7
7,11,3,9,7,1,0,1,7,7,7
8,13,2,10,8,1,0,1,8,8,8
8,13,3,10,8,1,0,1,8,8,8
8,13,2,10,8,1,0,2,7,7,7
8,13,3,10,8,1,0,2,7,7,7
9,15,2,11,9,1,0,2,8,8,8
9,15,3,11,9,1,0,2,8,8,8
8,14,0,8,7,1,0,1,7,7,7
8,14,1,9,7,1,0,1,7,7,7
8,14,1,9,7,1,0,1,7,7,7
8,14,2,9,7,1,0,1,7,7,7
9,16,0,9,8,1,0,2,7,7,7
9,16,1,10,8,1,0,2,7,7,7
9,16,1,10,8,1,0,2,7,7,7
9,16,2,10,8,1,0,2,7,7,7
9,16,0,9,8,1,0,1,7,7,7
9,16,1,10,8,1,0,1,7,7,7
9,16,1,10,8,1,0,1,7,7,7
9,16,2,10,8,1,0,1,7,7,7
10,18,0,10,8,1,0,1,8,8,8
10,18,1,11,8,1,0,1,8,8,8
10,18,1,11,8,1,0,1,8,8,8
10,18,2,11,8,1,0,1,8,8,8
10,18,0,10,8,1,0,2,7,7,7
10,18,1,11,8,1,0,2,7,7,7
10,18,1,11,8,1,0,2,7,7,7
10,18,2,11,8,1,0,2,7,7,7
11,20,0,11,9,1,0,2,8,8,8
11,20,1,12,9,1,0,2,8,8,8
11,20,1,12,9,1,0,2,8,8,8
11,20,2,12,9,1,0,2,8,8,8
8,14,1,10,7,1,0,1,7,7,7
8,14,2,10,7,1,0,1,7,7,7
9,16,1,11,8,1,0,2,7,7,7
9,16,2,11,8,1,0,2,7,7,7
9,16,1,11,8,1,0,1,7,7,7
9,16,2,11,8,1,0,1,7,7,7
10,18,1,12,8,1,0,1,8,8,8
10,18,2,12,8,1,0,1,8,8,8
10,18,1,12,8,1,0,2,7,7,7
10,18,2,12,8,1,0,2,7,7,7
11,20,1,13,9,1,0,2,8,8,8
11,20,2,13,9,1,0,2,8,8,8
6,9,2,7,6,1,0,2,6,5,6
6,9,3,7,6,1,0,2,6,5,6
6,9,3,7,6,1,0,2,6,5,6
6,9,4,7,6,1,0,2,6,5,6
5,7,2,7,5,1,0,1,6,5,6
5,7,3,8,5,1,0,1,6,3,6
5,7,3,7,5,1,0,1,6,5,6
5,7,4,8,5,1,0,1,6,3,6
6,9,2,8,6,1,0,2,6,5,6
6,9,3,9,6,1,0,2,6,3,6
6,9,3,8,6,1,0,2,6,5,6
6,9,4,9,6,1,0,2,6,3,6
7,11,1,8,7,1,0,1,7,7,7
7,11,1,8,7,1,0,1,7,6,7
7,11,2,8,7,1,0,1,7,6,7
8,13,0,8,8,1,0,2,7,7,7
8,13,1,9,8,1,0,2,7,7,7
8,13,1,9,8,1,0,2,7,6,7
8,13,2,9,8,1,0,2,7,6,7
7,11,1,8,7,1,0,1,7,7,7
7,11,2,9,7,1,0,1,7,7,7
7,11,2,8,7,1,0,1,7,6,7
7,11,3,9,7,1,0,1,7,6,7
8,13,1,9,8,1,0,2,7,7,7
8,13,2,10,8,1,0,2,7,7,7
8,13,2,9,8,1,0,2,7,6,7
8,13,3,10,8,1,0,2,7,6,7
8,14,0,8,7,1,0,1,7,7,7
8,14,1,9,7,1,0,1,7,7,7
8,14,1,9,7,1,0,1,7,6,7
8,14,2,9,7,1,0,1,7,6,7
9,16,0,9,8,1,0,2,7,7,7
9,16,1,10,8,1,0,2,7,7,7
9,16,1,10,8,1,0,2,7,6,7
9,16,2,10,8,1,0,2,7,6,7
8,14,1,9,7,1,0,1,7,7,7
8,14,2,10,7,1,0,1,7,7,7
8,14,2,9,7,1,0,1,7,6,7
8,14,3,10,7,1,0,1,7,6,7
9,16,1,10,8,1,0,2,7,7,7
9,16,2,11,8,1,0,2,7,7,7
9,16,2,10,8,1,0,2,7,6,7
9,16,3,11,8,1,0,2,7,6,7
6,9,2,7,6,1,0,1,6,5,6
6,9,3,7,6,1,0,1,6,5,6
6,9,3,7,6,1,0,1,6,5,6
6,9,4,7,6,1,0,1,6,5,6
7,11,2,8,7,1,0,2,6,5,6
7,11,3,8,7,1,0,2,6,5,6
7,11,3,8,7,1,0,2,6,5,6
7,11,4,8,7,1,0,2,6,5,6
7,11,2,8,7,1,0,1,7,7,7
7,11,3,8,7,1,0,1,7,7,7
7,11,3,8,7,1,0,1,7,7,7
7,11,4,8,7,1,0,1,7,7,7
8,13,2,9,8,1,0,1,8,8,8
8,13,3,9,8,1,0,1,8,8,8
8,13,3,9,8,1,0,1,8,8,8
8,13,4,9,8,1,0,1,8,8,8
8,13,2,9,8,1,0,2,7,7,7
8,13,3,9,8,1,0,2,7,7,7
8,13,3,9,8,1,0,2,7,7,7
8,13,4,9,8,1,0,2,7,7,7
9,15,2,10,9,1,0,2,8,8,8
9,15,3,10,9,1,0,2,8,8,8
9,15,3,10,9,1,0,2,8,8,8
9,15,4,10,9,1,0,2,8,8,8
6,9,2,8,6,1,0,1,6,5,6
6,9,3,9,6,1,0,1,6,3,6
6,9,3,8,6,1,0,1,6,5,6
6,9,4,9,6,1,0,1,6,3,6
7,11,2,9,7,1,0,2,6,5,6
7,11,3,10,7,1,0,2,6,3,6
7,11,3,9,7,1,0,2,6,5,6
7,11,4,10,7,1,0,2,6,3,6
7,11,2,9,7,1,0,1,7,7,7
7,11,3,10,7,1,0,1,7,7,7
7,11,3,9,7,1,0,1,7,7,7
7,11,4,10,7,1,0,1,7,7,7
8,13,2,10,8,1,0,1,8,8,8
8,13,3,11,8,1,0,1,8,8,8
8,13,3,10,8,1,0,1,8,8,8
8,13,4,11,8,1,0,1,8,8,8
8,13,2,10,8,1,0,2,7,7,7
8,13,3,11,8,1,0,2,7,7,7
8,13,3,10,8,1,0,2,7,7,7
8,13,4,11,8,1,0,2,7,7,7
9,15,2,11,9,1,0,2,8,8,8
9,15,3,12,9,1,0,2,8,8,8
9,15,3,11,9,1,0,2,8,8,8
9,15,4,12,9,1,0,2,8,8,8
8,13,0,8,7,1,0,1,7,7,7
8,13,1,9,7,1,0,1,7,7,7
8,13,1,9,7,1,0,1,7,6,7
8,13,2,9,7,1,0,1,7,6,7
9,15,0,9,8,1,0,2,7,7,7
9,15,1,10,8,1,0,2,7,7,7
9,15,1,10,8,1,0,2,7,6,7
9,15,2,10,8,1,0,2,7,6,7
9,15,0,9,8,1,0,1,8,8,8
9,15,1,10,8,1,0,1,8,8,8
9,15,1,10,8,1,0,1,8,8,8
9,15,2,10,8,1,0,1,8,8,8
10,17,0,10,9,1,0,1,9,9,9
10,17,1,11,9,1,0,1,9,9,9
10,17,1,11,9,1,0,1,9,9,9
10,17,2,11,9,1,0,1,9,9,9
10,17,0,10,9,1,0,2,8,8,8
10,17,1,11,9,1,0,2,8,8,8
10,17,1,11,9,1,0,2,8,8,8
10,17,2,11,9,1,0,2,8,8,8
11,19,0,11,10,1,0,2,9,9,9
11,19,1,12,10,1,0,2,9,9,9
11,19,1,12,10,1,0,2,9,9,9
11,19,2,12,10,1,0,2,9,9,9
8,13,1,9,7,1,0,1,7,7,7
8,13,2,10,7,1,0,1,7,7,7
8,13,2,9,7,1,0,1,7,6,7
8,13,3,10,7,1,0,1,7,6,7
9,15,1,10,8,1,0,2,7,7,7
9,15,2,11,8,1,0,2,7,7,7
9,15,2,10,8,1,0,2,7,6,7
9,15,3,11,8,1,0,2,7,6,7
9,15,1,10,8,1,0,1,8,8,8
9,15,2,11,8,1,0,1,8,8,8
9,15,2,10,8,1,0,1,8,8,8
9,15,3,11,8,1,0,1,8,8,8
10,17,1,11,9,1,0,1,9,9,9
10,17,2,12,9,1,0,1,9,9,9
10,17,2,11,9,1,0,1,9,9,9
10,17,3,12,9,1,0,1,9,9,9
10,17,1,11,9,1,0,2,8,8,8
10,17,2,12,9,1,0,2,8,8,8
10,17,2,11,9,1,0,2,8,8,8
10,17,3,12,9,1,0,2,8,8,8
11,19,1,12,10,1,0,2,9,9,9
11,19,2,13,10,1,0,2,9,9,9
11,19,2,12,10,1,0,2,9,9,9
11,19,3,13,10,1,0,2,9,9,9
9,16,0,9,7,1,0,1,7,7,7
9,16,1,10,7,1,0,1,7,7,7
9,16,1,10,7,1,0,1,7,6,7
9,16,2,10,7,1,0,1,7,6,7
10,18,0,10,8,1,0,2,7,7,7
10,18,1,11,8,1,0,2,7,7,7
10,18,1,11,8,1,0,2,7,6,7
10,18,2,11,8,1,0,2,7,6,7
10,18,0,10,8,1,0,1,8,8,8
10,18,1,11,8,1,0,1,8,8,8
10,18,1,11,8,1,0,1,8,8,8
10,18,2,11,8,1,0,1,8,8,8
11,20,0,11,9,1,0,1,9,9,9
11,20,1,12,9,1,0,1,9,9,9
11,20,1,12,9,1,0,1,9,9,9
11,20,2,12,9,1,0,1,9,9,9
11,20,0,11,9,1,0,2,8,8,8
11,20,1,12,9,1,0,2,8,8,8
11,20,1,12,9,1,0,2,8,8,8
11,20,2,12,9,1,0,2,8,8,8
12,22,0,12,10,1,0,2,9,9,9
12,22,1,13,10,1,0,2,9,9,9
12,22,1,13,10,1,0,2,9,9,9
12,22,2,13,10,1,0,2,9,9,9
9,16,1,10,7,1,0,1,7,7,7
9,16,2,11,7,1,0,1,7,7,7
9,16,2,10,7,1,0,1,7,6,7
9,16,3,11,7,1,0,1,7,6,7
10,18,1,11,8,1,0,2,7,7,7
10,18,2,12,8,1,0,2,7,7,7
10,18,2,11,8,1,0,2,7,6,7
10,18,3,12,8,1,0,2,7,6,7
10,18,1,11,8,1,0,1,8,8,8
10,18,2,12,8,1,0,1,8,8,8
10,18,2,11,8,1,0,1,8,8,8
10,18,3,12,8,1,0,1,8,8,8
11,20,1,12,9,1,0,1,9,9,9
11,20,2,13,9,1,0,1,9,9,9
11,20,2,12,9,1,0,1,9,9,9
11,20,3,13,9,1,0,1,9,9,9
11,20,1,12,9,1,0,2,8,8,8
11,20,2,13,9,1,0,2,8,8,8
11,20,2,12,9,1,0,2,8,8,8
11,20,3,13,9,1,0,2,8,8,8
12,22,1,13,10,1,0,2,9,9,9
12,22,2,14,10,1,0,2,9,9,9
12,22,2,13,10,1,0,2,9,9,9
12,22,3,14,10,1,0,2,9,9,9
5,7,1,6,5,1,0,3,5,4,5
4,5,1,5,4,1,0,2,4,3,4
4,5,1,6,4,1,0,2,5,3,5
4,5,2,6,4,1,0,2,5,3,5
5,7,1,6,5,1,0,3,5,5,5
5,7,1,7,5,1,0,3,5,3,5
5,7,2,6,5,1,0,3,5,4,5
5,7,2,7,5,1,0,3,5,3,5
3,3,1,4,3,1,1,1,3,3,3
4,5,1,5,4,1,1,2,4,4,4
5,7,1,6,5,1,1,3,5,5,5
5,7,2,6,5,1,1,3,5,4,5
4,5,2,5,4,1,1,2,4,3,4
4,5,2,6,4,1,1,2,5,3,5
4,5,3,6,4,1,1,2,5,3,5
5,7,2,6,5,1,1,3,5,5,5
5,7,2,7,5,1,1,3,5,3,5
5,7,3,6,5,1,1,3,5,4,5
5,7,3,7,5,1,1,3,5,3,5
5,7,1,6,5,1,0,3,5,4,5
5,7,2,6,5,1,0,3,5,4,5
5,7,1,7,5,1,0,3,6,4,6
5,7,2,7,5,1,0,3,6,4,6
5,7,1,8,5,1,0,3,7,4,7
5,7,2,8,5,1,0,3,7,4,7
4,5,2,6,4,1,0,2,5,3,5
4,5,3,6,4,1,0,2,5,3,5
5,7,2,6,5,1,0,3,5,4,5
5,7,2,7,5,1,0,3,5,3,5
5,7,3,6,5,1,0,3,5,4,5
5,7,3,7,5,1,0,3,5,3,5
5,7,2,7,5,1,0,3,6,4,6
5,7,2,7,5,1,0,3,6,4,6
5,7,3,7,5,1,0,3,6,4,6
5,7,3,7,5,1,0,3,6,4,6
5,7,2,8,5,1,0,3,7,4,7
5,7,2,8,5,1,0,3,7,4,7
5,7,3,8,5,1,0,3,7,4,7
5,7,3,8,5,1,0,3,7,4,7
5,7,2,6,5,1,1,3,5,4,5
5,7,3,6,5,1,1,3,5,4,5
5,7,2,7,5,1,1,3,6,4,6
5,7,3,7,5,1,1,3,6,4,6
5,7,2,9,5,1,1,3,8,4,8
5,7,3,9,5,1,1,3,8,4,8
4,5,3,6,4,1,1,2,5,3,5
4,5,4,6,4,1,1,2,5,3,5
5,7,3,6,5,1,1,3,5,4,5
5,7,3,7,5,1,1,3,5,3,5
5,7,4,6,5,1,1,3,5,4,5
5,7,4,7,5,1,1,3,5,3,5
5,7,3,7,5,1,1,3,6,4,6
5,7,3,7,5,1,1,3,6,4,6
5,7,4,7,5,1,1,3,6,4,6
5,7,4,7,5,1,1,3,6,4,6
5,7,3,9,5,1,1,3,8,4,8
5,7,3,9,5,1,1,3,8,4,8
5,7,4,9,5,1,1,3,8,4,8
5,7,4,9,5,1,1,3,8,4,8
3,3,1,4,3,1,0,1,3,2,3
4,5,1,5,4,1,0,2,4,4,4
5,7,1,6,5,1,0,3,5,5,5
5,7,2,6,5,1,0,3,5,4,5
3,3,2,5,3,1,0,1,4,2,4
3,3,2,6,3,1,0,1,5,2,5
4,5,2,6,4,1,0,2,4,2,4
4,5,2,7,4,1,0,2,5,2,5
4,5,3,6,4,1,0,2,5,4,5
4,5,3,7,4,1,0,2,5,2,5
5,7,2,7,5,1,0,3,5,5,5
5,7,2,8,5,1,0,3,5,2,5
5,7,3,7,5,1,0,3,5,4,5
5,7,3,8,5,1,0,3,5,2,5
3,3,2,4,3,1,1,1,3,2,3
4,5,2,5,4,1,1,2,4,4,4
5,7,2,6,5,1,1,3,5,5,5
5,7,3,6,5,1,1,3,5,4,5
3,3,3,5,3,1,1,1,4,2,4
3,3,3,6,3,1,1,1,5,2,5
4,5,3,6,4,1,1,2,4,2,4
4,5,3,7,4,1,1,2,5,2,5
4,5,4,6,4,1,1,2,5,4,5
4,5,4,7,4,1,1,2,5,2,5
5,7,3,7,5,1,1,3,5,5,5
5,7,3,8,5,1,1,3,5,2,5
5,7,4,7,5,1,1,3,5,4,5
5,7,4,8,5,1,1,3,5,2,5
6,7,1,7,6,1,0,2,6,5,6
5,5,1,6,5,1,0,1,5,5,5
5,5,1,7,5,1,0,1,5,3,5
5,5,2,7,5,1,0,1,6,5,6
6,7,1,7,6,1,0,2,6,6,6
6,7,1,8,6,1,0,2,6,6,6
6,7,2,7,6,1,0,2,6,5,6
6,7,2,8,6,1,0,2,6,5,6
3,3,1,5,3,1,0,1,4,2,4
6,8,0,6,6,1,0,2,5,5,5
6,8,1,7,6,1,0,2,6,5,6
7,10,0,7,7,1,0,3,6,6,6
7,10,1,8,7,1,0,3,6,5,6
3,3,2,5,3,1,0,1,4,2,4
3,3,2,6,3,1,0,1,5,2,5
6,8,2,7,6,1,0,2,5,5,5
6,8,2,8,6,1,0,2,5,3,5
6,8,3,7,6,1,0,2,6,5,6
6,8,3,8,6,1,0,2,6,5,6
7,10,2,8,7,1,0,3,6,6,6
7,10,2,9,7,1,0,3,6,6,6
7,10,3,8,7,1,0,3,6,5,6
7,10,3,9,7,1,0,3,6,5,6
5,5,2,6,5,1,1,1,5,4,5
